-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  38.4926   Longitude -78.5498 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 484.88 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2023,5,26,14.8,3.76,9.28,14.83,16.2,22.45,6.25,8.38,8.63,0.74,293.25,153.47,156.86,19.79,0.45,2.29
2023,5,27,15.55,4.34,9.94,15.26,12.45,22.19,9.73,7.58,8.56,0.66,310.68,139.07,155.78,18.2,0.44,2.2
2023,5,28,14.2,7.15,10.68,14.36,9.02,18.8,9.77,4.61,8.09,0.41,357.59,91.64,153.69,12.82,0.34,1.72
2023,5,29,16.33,14.36,15.34,16.51,8.52,20.81,12.3,3.23,7.91,0.28,375.41,66.59,150.33,9.46,0.24,1.2
2023,5,30,17.52,12.23,14.87,18.23,12.95,24.65,11.7,6.22,8.15,0.55,357.05,119.24,153.74,15.91,0.38,1.91
2023,5,31,18.23,6.61,12.42,18.01,15.09,26.13,11.04,8.42,8.44,0.73,312.63,155.89,155.56,19.94,0.43,-999.0
2023,6,1,20.42,4.08,12.25,18.93,16.66,28.32,11.65,8.4,8.42,0.73,312.98,154.43,153.59,19.65,0.44,2.2
2023,6,2,23.07,7.19,15.13,22.27,18.55,31.1,12.55,8.52,8.53,0.74,313.77,153.13,152.31,19.37,0.45,2.28
2023,6,3,23.26,12.86,18.06,23.81,13.36,30.2,16.84,6.71,7.58,0.59,363.66,126.24,140.69,16.0,0.38,1.91
2023,6,4,17.04,11.73,14.38,17.68,9.05,22.13,13.08,3.44,7.97,0.3,366.59,68.05,147.24,9.42,0.23,1.15
2023,6,5,17.5,4.94,11.22,17.96,15.38,24.58,9.2,7.17,7.77,0.62,323.7,127.87,137.18,15.78,0.38,1.95
2023,6,6,17.89,7.03,12.46,18.32,15.68,25.66,9.98,5.82,7.06,0.51,347.09,103.2,121.86,12.02,0.28,1.41
2023,6,7,18.81,7.24,13.03,19.63,12.04,25.09,13.05,6.37,7.11,0.55,347.05,111.67,122.78,13.23,0.31,1.55
2023,6,8,16.68,4.08,10.38,17.47,14.23,23.8,9.57,6.65,7.48,0.58,331.8,116.55,128.82,14.02,0.31,1.58
2023,6,9,16.55,6.89,11.73,16.82,12.2,21.98,9.77,5.11,7.9,0.45,345.35,95.25,142.25,12.38,0.28,1.41
2023,6,10,20.26,6.79,13.52,20.69,18.43,28.6,10.17,7.87,8.24,0.68,332.17,144.38,150.08,18.4,0.44,2.21
2023,6,11,22.04,11.36,16.7,22.35,13.73,28.32,14.58,6.49,7.89,0.56,370.79,122.34,145.85,15.79,0.4,2.0
2023,6,12,18.97,14.53,16.75,19.17,11.39,23.78,12.39,3.14,8.19,0.27,371.7,64.55,156.91,9.24,0.24,1.2
2023,6,13,17.8,7.14,12.47,18.71,15.34,25.28,9.94,7.38,8.22,0.64,329.86,134.31,147.62,17.2,0.41,2.1
2023,6,14,18.61,9.89,14.25,19.09,11.48,25.11,13.63,5.08,8.2,0.44,359.62,96.63,151.27,13.07,0.32,1.6
2023,6,15,20.12,8.68,14.4,20.71,17.34,28.12,10.78,6.97,7.66,0.6,345.74,126.66,137.34,15.7,0.38,1.95
2023,6,16,20.34,12.23,16.28,20.3,12.28,27.42,15.14,5.12,6.68,0.45,370.59,93.45,118.09,11.32,0.27,1.39
2023,6,17,19.08,10.15,14.62,19.9,14.23,26.8,12.56,7.0,7.67,0.6,345.9,126.84,137.71,15.79,0.38,1.9
2023,6,18,20.89,6.54,13.71,21.58,18.73,29.78,11.05,8.19,8.25,0.7,328.27,148.23,148.35,18.56,0.46,2.36
2023,6,19,21.79,14.09,17.94,21.8,14.27,29.11,14.84,5.24,7.47,0.45,386.38,99.2,136.73,12.67,0.34,1.67
2023,6,20,20.08,16.26,18.18,20.3,7.4,24.83,17.44,3.58,7.37,0.31,384.56,71.27,136.88,9.57,0.27,1.33
2023,6,21,15.51,14.03,14.76,15.54,4.34,17.18,12.83,1.81,7.53,0.16,368.29,38.95,141.2,5.63,0.15,0.76
2023,6,22,15.56,14.45,15.01,15.78,6.76,18.84,12.08,1.9,7.96,0.16,374.63,40.75,152.06,6.07,0.16,0.84
2023,6,23,20.72,18.17,19.44,20.83,9.85,26.16,16.31,4.26,8.06,0.37,391.37,85.47,154.7,12.03,0.33,1.64
2023,6,24,21.68,17.68,19.68,22.08,11.33,27.39,16.07,5.41,8.01,0.47,393.7,106.07,152.3,14.38,0.39,1.97
2023,6,25,22.74,17.94,20.33,23.2,12.16,28.64,16.47,6.78,8.11,0.59,389.81,131.32,154.72,17.38,0.45,2.3
2023,6,26,22.62,18.06,20.34,22.86,9.95,27.87,17.93,5.01,8.28,0.43,392.93,98.98,157.55,13.89,0.39,2.02
2023,6,27,20.78,16.76,18.77,21.1,8.41,25.13,16.73,4.92,8.04,0.42,389.51,96.64,152.5,13.3,0.35,1.78
2023,6,28,19.85,13.98,16.91,20.05,10.83,25.46,14.63,5.85,7.21,0.51,370.6,107.54,129.67,13.48,0.34,1.75
2023,6,29,20.98,12.21,16.59,21.09,14.98,28.47,13.5,6.52,6.9,0.56,362.5,116.46,122.62,13.64,0.34,1.75
2023,6,30,22.05,17.05,19.55,22.4,12.62,28.58,15.96,4.18,7.52,0.36,404.47,82.57,141.97,11.23,0.3,1.55
2023,7,1,23.19,19.93,21.56,23.53,9.96,28.43,18.47,4.12,7.57,0.36,410.87,81.69,143.55,11.11,0.31,1.59
2023,7,2,24.94,19.94,22.44,25.2,11.8,31.36,19.56,6.06,7.69,0.52,397.39,118.23,147.86,15.66,0.44,2.23
2023,7,3,24.5,20.26,22.38,24.78,9.95,29.51,19.55,5.82,8.0,0.51,408.53,114.93,154.62,15.7,0.45,2.29
2023,7,4,24.73,18.83,21.78,25.19,12.01,30.76,18.74,6.38,8.06,0.55,399.42,123.62,154.2,16.55,0.45,2.26
2023,7,5,25.36,17.48,21.42,25.49,11.58,30.96,19.38,7.17,8.12,0.62,390.43,137.36,153.97,18.0,0.47,2.38
2023,7,6,26.24,18.3,22.27,26.26,11.57,31.58,20.01,6.87,7.91,0.6,402.48,132.98,151.38,17.41,0.46,2.33
2023,7,7,25.29,19.18,22.23,25.49,10.55,30.67,20.12,5.78,7.46,0.51,411.84,112.19,141.51,14.89,0.41,2.09
2023,7,8,25.45,18.25,21.85,26.15,11.19,31.94,20.76,6.0,7.74,0.52,401.17,114.12,144.84,14.93,0.4,2.04
2023,7,9,22.7,18.43,20.57,22.86,7.05,26.35,19.3,3.94,7.55,0.34,399.1,79.07,143.69,10.83,0.27,1.38
2023,7,10,22.42,15.56,18.99,23.02,11.38,28.99,17.61,7.31,8.12,0.64,376.27,138.18,151.66,18.05,0.46,2.34
2023,7,11,23.39,13.65,18.51,23.95,14.62,30.24,15.61,7.6,8.14,0.66,365.85,142.46,151.21,18.41,0.45,2.3
2023,7,12,24.54,14.3,19.41,25.23,14.57,31.43,16.86,7.58,7.95,0.66,367.92,141.54,147.4,18.08,0.48,2.49
2023,7,13,24.27,18.95,21.62,24.83,13.91,32.09,18.19,6.18,8.05,0.55,403.34,120.0,153.57,16.08,0.46,2.35
2023,7,14,25.17,20.26,22.72,25.74,9.83,30.8,20.98,6.01,7.81,0.53,408.16,117.67,149.95,15.98,0.46,2.36
2023,7,15,25.4,19.41,22.4,26.04,12.12,31.32,19.19,6.4,7.68,0.57,404.68,124.24,146.83,16.41,0.44,2.2
2023,7,16,25.14,19.8,22.47,25.55,10.23,30.63,20.4,5.69,7.66,0.51,405.51,110.73,146.3,14.84,0.43,2.2
2023,7,17,23.39,17.8,20.59,23.84,11.51,29.19,17.68,5.08,5.85,0.45,395.09,88.37,101.14,9.71,0.25,1.28
2023,7,18,24.01,17.19,20.6,24.68,12.62,30.15,17.54,6.4,7.22,0.57,384.17,118.44,132.21,14.72,0.41,2.09
2023,7,19,24.98,18.7,21.84,25.59,10.72,30.52,19.8,5.45,7.35,0.48,407.53,103.94,137.73,13.77,0.38,1.91
2023,7,20,23.87,17.85,20.86,24.28,9.87,28.32,18.45,7.06,7.74,0.63,391.52,134.52,146.41,17.45,0.5,2.57
2023,7,21,24.22,17.94,21.08,24.81,10.11,29.86,19.75,6.31,7.88,0.56,397.88,121.68,150.02,16.34,0.48,2.54
2023,7,22,22.57,14.13,18.35,22.99,10.54,27.98,17.45,5.56,7.85,0.5,387.18,106.38,147.88,14.4,0.42,2.17
2023,7,23,23.2,13.93,18.56,23.98,13.73,29.81,16.07,6.9,7.83,0.62,384.29,131.52,147.76,17.02,0.48,2.45
2023,7,24,24.62,16.2,20.4,24.96,12.73,30.94,18.2,6.7,7.63,0.6,393.51,127.56,143.8,16.39,0.45,2.3
2023,7,25,23.91,17.25,20.58,23.72,11.45,29.36,17.9,6.44,7.66,0.59,390.1,124.13,145.62,16.41,0.45,2.29
2023,7,26,25.14,16.49,20.81,25.55,14.16,32.25,18.08,7.74,7.82,0.7,375.05,145.12,145.8,18.46,0.48,2.43
2023,7,27,27.63,18.8,23.22,28.03,14.65,35.11,20.46,6.18,7.57,0.56,414.51,119.39,144.76,15.8,0.45,2.34
2023,7,28,27.55,20.52,24.04,27.83,11.89,34.37,22.48,6.71,7.52,0.61,419.75,129.36,143.8,16.92,0.48,2.5
2023,7,29,27.06,19.89,23.48,27.55,13.51,34.62,21.12,6.93,7.47,0.63,413.81,134.14,143.81,17.52,0.51,2.67
2023,7,30,23.96,15.37,19.66,24.82,11.85,29.89,18.04,7.05,7.85,0.65,381.52,133.7,147.89,17.59,0.52,2.75
2023,7,31,22.35,13.45,17.9,23.05,12.22,28.58,16.37,6.16,7.65,0.57,380.45,116.78,143.33,15.39,0.45,2.32
2023,8,1,21.12,10.12,15.62,21.4,13.34,27.66,14.33,6.24,6.43,0.58,355.03,109.03,112.62,12.58,0.32,1.66
2023,8,2,21.39,11.61,16.5,21.79,12.93,27.76,14.83,5.81,6.22,0.54,374.25,103.12,110.33,11.85,0.3,1.52
2023,8,3,20.05,16.23,18.13,20.53,9.11,25.98,16.87,2.64,7.07,0.24,393.02,53.48,135.1,7.46,0.21,1.09
2023,8,4,23.5,16.93,20.22,24.21,13.92,30.65,16.73,6.12,7.45,0.57,391.53,115.77,140.38,15.23,0.43,2.24
2023,8,5,24.69,14.17,19.43,25.41,15.03,32.71,17.68,6.59,7.27,0.62,382.52,122.84,134.57,15.65,0.42,2.16
2023,8,6,24.65,18.61,21.63,25.42,14.23,32.26,18.04,4.77,7.21,0.45,410.2,93.26,138.24,12.53,0.36,1.83
2023,8,7,25.25,20.85,23.05,25.73,10.61,31.58,20.98,5.71,7.36,0.54,404.8,111.76,142.65,15.16,0.45,2.38
2023,8,8,22.44,14.98,18.71,22.96,11.05,28.6,17.54,6.54,7.53,0.62,372.34,123.55,141.22,16.17,0.45,2.32
2023,8,9,23.3,14.2,18.75,24.05,13.88,30.11,16.23,6.36,7.41,0.61,380.52,121.15,140.16,15.93,0.45,2.27
2023,8,10,22.81,17.48,20.14,23.12,9.87,29.08,19.22,2.99,6.91,0.29,394.77,60.9,132.41,8.62,0.23,1.18
2023,8,11,23.98,15.8,19.89,24.49,14.33,30.9,16.58,5.95,7.19,0.57,384.31,113.3,135.77,14.85,0.4,2.04
2023,8,12,25.67,16.68,21.17,26.25,14.69,33.01,18.32,6.46,7.31,0.62,390.95,123.95,139.56,16.29,0.43,2.18
2023,8,13,25.66,16.69,21.18,26.36,13.54,32.79,19.24,7.39,7.57,0.71,386.56,141.8,144.79,18.48,0.52,2.7
2023,8,14,25.94,18.95,22.44,26.39,11.76,32.76,21.0,4.62,6.69,0.45,408.05,90.57,128.88,12.21,0.35,1.83
2023,8,15,25.01,18.05,21.53,25.21,11.77,30.76,18.99,5.59,7.33,0.55,396.23,108.17,140.73,14.7,0.44,2.28
2023,8,16,23.19,14.2,18.69,24.17,13.38,29.76,16.39,5.76,7.29,0.56,386.16,110.49,138.54,14.77,0.42,2.16
2023,8,17,25.08,15.12,20.1,25.51,14.75,32.63,17.88,6.62,7.35,0.65,385.16,125.75,138.86,16.39,0.45,2.35
2023,8,18,22.48,12.5,17.49,23.23,13.59,28.9,15.31,6.78,7.3,0.67,361.21,127.55,136.98,16.59,0.46,2.39
2023,8,19,21.38,8.07,14.73,21.94,18.43,30.55,12.12,7.53,7.55,0.75,319.88,137.95,137.87,17.59,0.47,2.41
2023,8,20,24.97,9.81,17.39,25.05,19.34,34.38,15.04,7.05,7.05,0.7,359.91,132.28,132.24,16.69,0.47,2.45
2023,8,21,26.12,12.55,19.33,26.51,16.59,34.4,17.8,5.56,6.74,0.55,392.52,105.76,126.89,13.64,0.4,2.03
2023,8,22,24.13,12.58,18.35,24.82,14.05,30.8,16.73,6.12,6.8,0.62,379.23,116.74,128.95,15.17,0.45,2.37
2023,8,23,22.83,8.45,15.64,23.37,15.48,31.19,15.7,6.01,6.91,0.61,360.77,113.3,129.59,14.7,0.42,2.22
2023,8,24,25.02,16.18,20.6,26.02,16.52,33.97,17.44,3.93,5.93,0.4,407.13,75.93,111.09,10.01,0.28,1.44
2023,8,25,27.34,19.91,23.63,28.1,14.84,35.33,20.49,5.22,6.53,0.53,417.08,100.98,125.02,13.42,0.39,2.03
2023,8,26,26.9,17.86,22.38,28.01,13.84,34.13,20.3,5.71,6.7,0.59,406.58,109.44,127.27,14.25,0.41,2.12
2023,8,27,22.98,17.6,20.29,23.47,8.79,28.11,19.32,4.64,6.6,0.48,403.88,90.31,126.43,12.24,0.35,1.8
2023,8,28,21.16,17.43,19.3,21.46,6.06,24.98,18.91,2.76,6.43,0.29,402.45,56.84,124.71,8.22,0.23,1.2
2023,8,29,21.64,18.98,20.31,22.04,6.12,24.87,18.73,2.85,6.49,0.3,404.27,58.19,125.85,8.41,0.25,1.28
2023,8,30,23.05,13.99,18.52,23.71,11.86,29.81,17.95,5.15,6.64,0.54,385.02,97.93,124.38,13.02,0.38,1.99
2023,8,31,19.68,8.44,14.06,20.31,13.27,27.23,13.96,6.95,7.16,0.73,331.12,128.32,131.81,16.55,0.47,2.49
2023,9,1,19.12,7.52,13.32,19.97,17.48,28.36,10.88,7.11,7.09,0.76,319.5,131.07,130.5,16.67,0.46,2.41
2023,9,2,23.13,11.29,17.21,23.5,20.81,33.25,12.43,6.88,6.88,0.73,350.56,129.59,129.34,16.49,0.44,2.29
2023,9,3,26.01,15.64,20.83,26.83,17.5,35.33,17.82,6.36,6.58,0.69,384.28,121.3,125.08,15.48,0.39,1.99
2023,9,4,26.55,14.89,20.72,27.3,15.82,35.22,19.4,6.16,6.51,0.67,389.93,118.62,125.02,15.33,0.39,2.01
2023,9,5,27.22,15.05,21.14,27.94,18.19,36.77,18.58,6.31,6.48,0.69,389.23,121.01,124.09,15.41,0.41,2.08
2023,9,6,27.95,15.45,21.7,28.84,16.8,36.76,19.96,6.41,6.47,0.7,390.48,123.16,124.05,15.67,0.41,2.08
2023,9,7,25.57,17.01,21.3,25.94,11.34,31.74,20.4,4.79,6.21,0.53,398.36,92.68,119.09,12.23,0.31,1.63
2023,9,8,23.81,18.6,21.21,24.3,11.26,30.15,18.89,4.43,6.06,0.49,400.44,85.49,115.36,11.48,0.3,1.55
2023,9,9,22.63,18.0,20.31,23.05,9.95,29.1,19.15,4.54,5.99,0.51,385.8,87.7,114.23,11.56,0.3,1.59
2023,9,10,21.75,18.07,19.91,22.26,7.74,26.31,18.57,3.15,6.05,0.35,399.58,63.07,116.76,8.88,0.24,1.27
2023,9,11,22.33,15.95,19.15,22.83,11.77,29.29,17.51,5.19,6.12,0.59,380.57,99.41,116.88,12.9,0.34,1.79
2023,9,12,22.91,14.67,18.79,23.08,13.16,29.65,16.48,5.09,6.03,0.59,379.33,96.58,114.06,12.67,0.34,1.77
2023,9,13,20.46,14.88,17.67,21.09,10.95,27.22,16.27,4.65,6.2,0.54,379.84,87.77,116.66,11.7,0.32,1.68
2023,9,14,17.87,8.4,13.14,18.51,13.11,25.33,12.22,6.35,6.39,0.73,320.67,117.06,117.96,14.78,0.36,1.84
2023,9,15,16.08,5.69,10.89,16.32,14.77,24.18,9.4,5.83,6.29,0.68,297.94,107.64,115.86,13.7,0.34,-999.0
2023,9,16,18.94,5.78,12.36,18.69,19.04,28.36,9.32,6.52,6.51,0.77,311.27,119.2,118.97,15.04,0.36,1.83
2023,9,17,17.58,14.4,16.0,17.3,5.91,20.93,15.01,1.32,5.55,0.16,379.48,28.17,106.06,4.25,0.11,0.57
2023,9,18,17.12,10.98,14.05,17.64,11.67,24.01,12.35,4.99,5.91,0.59,346.41,93.73,110.36,12.05,0.3,1.55
2023,9,19,17.03,8.58,12.81,17.45,15.3,25.37,10.07,5.45,6.02,0.66,325.8,100.61,110.57,12.77,0.29,1.49
2023,9,20,18.51,8.62,13.57,18.7,15.3,26.71,11.41,5.48,5.86,0.66,336.51,101.68,108.91,12.8,0.3,1.5
2023,9,21,18.37,8.08,13.22,18.19,13.52,26.16,12.64,4.66,5.79,0.57,346.87,88.64,109.24,11.62,0.28,1.49
2023,9,22,15.62,8.94,12.27,15.88,11.78,21.23,9.44,4.45,5.7,0.55,340.15,82.29,104.41,10.7,0.27,1.41
2023,9,23,12.75,11.24,11.99,12.76,2.92,14.28,11.36,1.22,5.6,0.15,359.47,26.5,109.16,4.03,0.1,0.53
2023,9,24,15.76,13.56,14.66,15.94,9.49,21.47,11.98,2.95,5.49,0.37,357.25,58.5,106.45,7.99,0.2,1.1
2023,9,25,16.76,14.14,15.44,17.04,8.8,21.74,12.94,2.45,5.4,0.31,367.14,48.32,102.91,6.8,0.17,0.9
2023,9,26,14.46,12.8,13.62,14.73,5.06,17.41,12.35,1.93,5.35,0.24,363.9,38.59,101.03,5.44,0.13,0.71
2023,9,27,14.66,10.87,12.76,15.19,11.01,21.2,10.19,2.45,5.39,0.31,358.54,48.23,101.15,6.95,0.18,0.95
2023,9,28,14.54,11.13,12.83,15.19,13.25,21.85,8.6,4.88,5.34,0.63,332.13,91.14,99.82,11.55,0.28,1.42
2023,9,29,17.67,13.77,15.72,18.0,12.21,24.67,12.46,3.99,5.35,0.52,360.77,76.09,101.31,10.02,0.24,1.23
2023,9,30,17.8,13.08,15.44,17.55,12.84,24.52,11.68,3.19,5.37,0.42,363.61,61.39,100.88,8.37,0.2,1.03
2023,10,1,17.76,10.84,14.3,17.58,13.24,25.3,12.06,5.44,5.43,0.72,325.27,102.02,102.17,12.63,0.29,1.46
2023,10,2,19.27,11.88,15.58,18.89,14.2,26.83,12.63,5.3,5.28,0.71,334.64,100.1,100.18,12.38,0.28,1.43
2023,10,3,20.13,12.11,16.12,18.95,13.06,26.62,13.55,5.0,5.23,0.67,340.49,93.86,98.5,11.67,0.27,1.36
2023,10,4,19.34,10.21,14.77,18.23,14.52,27.39,12.87,5.31,5.27,0.73,325.3,97.91,97.62,12.07,0.27,1.36
2023,10,5,17.37,11.84,14.61,17.07,12.82,24.29,11.47,3.55,5.13,0.48,341.42,64.74,94.08,8.47,0.2,1.01
2023,10,6,19.08,13.72,16.4,19.08,12.29,26.09,13.81,3.09,4.71,0.43,374.12,59.11,88.24,7.95,0.2,1.02
2023,10,7,13.01,5.28,9.14,13.16,9.56,16.7,7.13,5.13,5.34,0.72,314.06,93.49,97.42,11.75,0.27,1.32
2023,10,8,8.83,0.84,4.83,8.99,9.22,13.98,4.76,3.43,5.26,0.48,297.47,62.69,94.48,8.48,0.19,0.94
2023,10,9,8.69,3.44,6.07,8.88,14.0,16.48,2.48,3.03,4.92,0.43,317.01,55.94,89.37,7.55,0.16,0.82
2023,10,10,10.6,4.27,7.44,10.46,13.98,18.74,4.77,4.46,5.02,0.64,291.62,79.84,90.33,10.0,0.2,0.98
2023,10,11,11.79,1.66,6.73,11.29,15.9,19.62,3.72,4.73,5.2,0.69,284.55,84.75,92.96,10.67,0.2,1.02
2023,10,12,15.82,5.68,10.75,14.84,15.29,24.48,9.19,4.86,4.85,0.71,307.02,88.71,89.2,10.85,0.21,1.05
2023,10,13,13.88,8.03,10.96,14.05,13.93,21.76,7.83,4.87,4.81,0.72,308.77,90.46,90.07,11.06,0.23,1.12
2023,10,14,13.82,11.83,12.83,13.87,11.75,20.36,8.61,1.95,3.86,0.29,367.91,37.42,70.07,5.1,0.11,0.56
2023,10,15,9.73,4.29,7.01,10.06,8.98,15.12,6.13,3.5,4.75,0.53,322.71,63.77,85.83,8.38,0.17,0.86
2023,10,16,8.72,4.22,6.47,8.98,9.69,14.14,4.45,2.74,4.55,0.41,321.26,50.09,82.36,6.79,0.14,0.69
2023,10,17,9.4,5.55,7.48,9.52,11.74,16.37,4.63,2.26,4.53,0.34,335.45,42.47,82.28,5.9,0.12,0.6
2023,10,18,9.48,3.74,6.61,9.3,13.77,17.57,3.8,2.43,4.57,0.38,327.52,45.0,83.1,6.24,0.12,0.62
2023,10,19,11.62,6.4,9.01,11.43,15.08,19.37,4.29,4.09,4.48,0.64,307.48,74.39,82.1,9.26,0.18,0.89
2023,10,20,10.81,8.52,9.67,10.82,8.03,15.81,7.78,1.43,4.2,0.23,341.48,28.19,78.09,4.12,0.08,0.41
2023,10,21,10.05,4.76,7.41,10.05,9.26,15.37,6.11,3.8,4.5,0.61,314.98,69.99,83.13,8.84,0.16,0.81
2023,10,22,8.66,2.21,5.44,8.64,10.62,14.87,4.25,4.12,4.57,0.66,290.85,74.31,82.91,9.27,0.17,0.87
2023,10,23,8.63,-1.53,3.55,8.08,19.65,19.49,-0.16,4.69,4.63,0.77,257.47,83.06,82.67,9.98,0.19,0.93
2023,10,24,12.55,0.18,6.36,11.86,19.8,23.97,4.16,4.44,4.39,0.73,284.98,80.8,80.55,9.67,0.2,0.96
2023,10,25,15.44,1.46,8.44,15.19,19.97,27.41,7.44,4.23,4.33,0.7,315.4,77.58,80.11,9.48,0.2,1.0
2023,10,26,16.58,4.57,10.58,16.43,17.25,27.04,9.79,3.88,4.18,0.66,326.1,71.59,77.8,8.84,0.2,0.98
2023,10,27,17.45,11.8,14.62,17.21,11.85,24.23,12.38,2.49,3.97,0.42,359.91,47.05,74.8,6.3,0.15,0.78
2023,10,28,20.12,13.86,16.99,19.83,15.83,28.48,12.65,3.29,3.93,0.56,367.62,61.71,74.25,7.71,0.16,0.83
2023,10,29,20.34,15.55,17.95,20.0,11.55,27.03,15.48,2.18,3.53,0.38,392.65,41.8,66.56,5.62,0.12,0.62
2023,10,30,15.03,10.89,12.96,15.19,16.66,23.26,6.62,2.26,3.64,0.4,364.19,42.77,68.48,5.55,0.12,0.58
2023,10,31,6.55,-0.33,3.11,7.18,10.33,12.4,2.08,2.18,4.02,0.39,315.7,40.55,73.52,5.56,0.12,0.64
2023,11,1,1.23,-5.9,-2.33,1.46,9.38,6.19,-3.2,3.84,4.17,0.69,246.35,66.56,72.71,8.04,0.15,0.75
2023,11,2,1.65,-7.88,-3.11,1.86,15.17,10.34,-4.83,4.18,4.19,0.76,228.05,73.13,73.8,8.65,0.14,0.7
2023,11,3,5.49,-5.65,-0.08,5.35,18.48,16.05,-2.43,4.14,4.09,0.76,244.86,72.74,72.46,8.54,0.14,0.7
2023,11,4,9.05,-3.56,2.75,8.02,16.73,18.52,1.79,3.16,3.92,0.59,293.63,56.52,70.38,7.1,0.12,0.56
2023,11,5,10.5,2.26,6.37,10.19,14.43,19.45,5.01,3.65,3.66,0.68,293.33,65.59,66.24,7.77,0.12,0.58
2023,11,6,10.12,4.09,7.11,9.53,14.3,18.27,3.97,3.4,3.65,0.64,290.83,60.87,65.69,7.42,0.12,0.58
2023,11,7,13.44,7.56,10.5,13.06,14.57,22.9,8.33,3.03,3.54,0.58,326.41,56.43,66.33,7.0,0.12,0.61
2023,11,8,11.02,4.28,7.65,11.1,15.26,19.58,4.33,3.6,3.61,0.7,292.49,65.52,66.31,7.7,0.12,0.62
2023,11,9,14.12,9.73,11.93,13.98,16.28,24.26,7.98,2.41,3.39,0.47,346.52,45.12,63.77,5.72,0.1,0.51
2023,11,10,5.94,2.95,4.45,5.85,7.87,9.11,1.25,0.87,3.43,0.17,308.62,17.27,64.04,2.57,0.05,0.26
2023,11,11,6.04,-1.02,2.51,5.8,13.49,14.59,1.1,3.5,3.69,0.7,258.51,61.72,65.47,7.38,0.13,0.65
2023,11,12,4.05,0.01,2.04,3.91,12.29,11.44,-0.84,3.38,3.49,0.67,262.54,59.77,62.35,7.04,0.12,0.58
2023,11,13,6.24,-0.33,2.96,5.32,18.43,17.3,-1.13,3.59,3.53,0.73,251.3,63.02,62.79,7.26,0.11,-999.0
2023,11,14,6.65,-2.17,2.24,5.23,15.09,15.05,-0.04,3.62,3.65,0.73,255.46,63.33,64.45,7.42,0.11,0.55
2023,11,15,7.21,-1.38,2.91,5.55,12.17,14.96,2.79,2.57,3.48,0.53,284.37,45.5,61.36,5.85,0.09,0.43
2023,11,16,8.94,-3.06,2.94,8.3,18.03,20.13,2.1,3.52,3.47,0.73,265.3,61.64,61.79,7.11,0.09,0.48
2023,11,17,10.99,7.15,9.08,10.61,12.38,17.33,4.95,2.24,3.22,0.47,321.09,41.62,59.7,5.46,0.09,0.45
2023,11,18,8.26,0.65,4.45,8.09,13.3,13.56,0.25,3.47,3.47,0.73,277.17,61.5,62.19,7.16,0.1,0.49
2023,11,19,5.36,-3.13,1.12,4.56,17.04,15.37,-1.67,3.48,3.42,0.74,248.21,61.69,61.45,7.1,0.09,0.48
2023,11,20,3.3,-1.7,0.8,3.18,9.76,8.82,-0.94,2.29,3.27,0.49,268.9,41.38,58.63,5.41,0.09,0.42
2023,11,21,4.59,3.82,4.2,4.4,8.92,8.92,-0.0,0.36,3.04,0.08,317.3,6.61,57.71,0.99,0.02,0.08
2023,11,22,6.6,4.07,5.33,6.67,9.01,11.37,2.37,1.87,3.17,0.41,311.8,34.06,57.17,4.54,0.08,0.37
